"trip_id","arrival_time","departure_time","stop_id","stop_sequence","stop_headsign","pickup_type","drop_off_type","shape_dist_traveled","timepoint"
"203 Corazón0","","","50569","4","","","","",""
"203 Corazón1","","","50698","40","","","","",""
"203 Corazón1","","","50649","41","","","","",""
"203 Corazón1","","","50567","42","","","","",""
"203 Corazón1","","","50419","43","","","","",""
"203 Corazón1","","","50383","44","","","","",""
"203 Corazón0","","","50651","5","","","","",""
"203 Corazón0","","","50703","6","","","","",""
"203 Corazón0","","","50772","7","","","","",""
"203 Corazón0","","","50819","8","","","","",""
"203 Corazón0","","","50869","9","","","","",""
"220","","","54416","1","","","","",""
"220","","","53835","10","","","","",""
"220","","","53721","11","","","","",""
"220","","","53684","12","","","","",""
"220","","","53623","13","","","","",""
"220","","","53605","14","","","","",""
"220","","","53586","15","","","","",""
"220","","","53564","16","","","","",""
"220","","","53581","17","","","","",""
"220","","","53580","18","","","","",""
"220","","","53535","19","","","","",""
"220","","","54325","2","","","","",""
"220","","","53500","20","","","","",""
"220","","","53487","21","","","","",""
"220","","","53433","22","","","","",""
"220","","","53421","23","","","","",""
"220","","","53381","24","","","","",""
"220","","","53363","25","","","","",""
"220","","","53328","26","","","","",""
"220","","","53265","27","","","","",""
"220","","","53155","28","","","","",""
"220","","","53019","29","","","","",""
"220","","","54241","3","","","","",""
"220","","","52890","30","","","","",""
"221","","","52954","31","","","","",""
"221","","","53072","32","","","","",""
"221","","","53026","33","","","","",""
"221","","","52703","34","","","","",""
"221","","","52795","35","","","","",""
"221","","","52851","36","","","","",""
"221","","","52957","37","","","","",""
"221","","","53057","38","","","","",""
"221","","","53169","39","","","","",""
"220","","","54171","4","","","","",""
"221","","","53225","40","","","","",""
"221","","","53273","41","","","","",""
"221","","","53309","42","","","","",""
"221","","","53333","43","","","","",""
"221","","","53370","44","","","","",""
"221","","","53399","45","","","","",""
